CustomObject_Well_Name |= 우물
CustomObject_Window_C_C_Desc |= 멋진 꽃이 피었습니다.
CustomObject_Window_D_A_Name |= 현대식 창문
CustomObject_Window_D_A_Desc |= 34세기를 따라잡고 싶어하는 퀼리언을 위해.
CustomObject_Window_D_B_Name |= 허비 창문
CustomObject_Window_D_B_Desc |= 밋밋한 집을 고칩니다.
CustomObject_Window_D_C_Name |= 보랏빛 꽃 창문
CustomObject_Window_D_C_Desc |= 향기롭고 미학적으로 만족스러운 집입니다.
CustomObject_DoorFrame_A_A_Name |= 현관 문
CustomObject_DoorFrame_A_A_Desc |= 단색, 눈에 띄지 않는 경우.
CustomObject_DoorFrame_B_A_Name |= 이중 현관문
CustomObject_DoorFrame_B_A_Desc |= 문구를 만듭니다. 거대한 현관이 있다는 것을 나타냅니다.
CustomObject_DoorFrame_C_A_Name |= 아치형 문
CustomObject_DoorFrame_C_A_Desc |= 집을 바이킹처럼 보이게 합니다. 그들은 그것을보고 집을 불태우고 싶어합니다.
CustomObject_DoorFrame_D_A_Name |= 마녀나무 문
CustomObject_DoorFrame_D_A_Desc |= 마녀발사 가짜가 아닌 진짜 마녀목으로 제작되었습니다.
CustomObject_DoorFrame_E_A_Name |= 단순 문
CustomObject_DoorFrame_E_A_Desc |= 단순한 민속용.
CustomObject_DoorFrame_F_A_Name |= 튼튼한 문
CustomObject_DoorFrame_F_A_Desc |= 긴 널빤지 두 개만큼 두껍습니다.
CustomObject_DoorFrame_G_A_Name |= 튼튼한 문
CustomObject_DoorFrame_G_A_Desc |= 안전을 최우선으로 합니다.
CustomObject_DoorFrame_A_B_Name |= 꽃이 만발한 현관 문
CustomObject_DoorFrame_A_B_Desc |= 아름다운 집에 어울리는 아름다운 프레임.
CustomObject_DoorFrame_A_C_Name |= 쐐기풀 현관 문
CustomObject_DoorFrame_A_C_Desc |= 문만큼이나 비싼 가격!
CustomObject_DoorFrame_B_B_Name |= 예쁜 현관 문
CustomObject_DoorFrame_B_B_Desc |= 예뻐요. 이름이 모든 것을 말해줍니다.
CustomObject_DoorFrame_B_C_Name |= 라벤더 문
CustomObject_DoorFrame_B_C_Desc |= 보기만큼이나 좋은 냄새가 나요.
CustomObject_DoorFrame_C_B_Name |= 아치형 녹색 문
CustomObject_DoorFrame_C_B_Desc |= 스티븐이 뒤에서 떨고 있습니다.
CustomObject_DoorFrame_C_C_Name |= 아치형 양귀비 문
CustomObject_DoorFrame_C_C_Desc |= 아름다움의 환상.
CustomObject_DoorFrame_D_B_Name |= 잎이 무성한 문
CustomObject_DoorFrame_D_B_Desc |= 그 값이 커집니다.
CustomObject_DoorFrame_D_C_Name |= 밝은 꽃 문
CustomObject_DoorFrame_D_C_Desc |= 조명과 아름다운.
CustomObject_DoorFrame_E_B_Name |= 아이비 문
CustomObject_DoorFrame_E_B_Desc |= 가격이 오르기 전에 구입하세요.
CustomObject_DoorFrame_E_C_Name |= 푸른 꽃잎 문
CustomObject_DoorFrame_E_C_Desc |= 아름다운 꽃 장식이 심플하면서도 견고한 프레임을 숨깁니다.
CustomObject_DoorFrame_F_B_Name |= 더 튼튼한 문
CustomObject_DoorFrame_F_B_Desc |= 호브는 밖으로 내보내고 따뜻함은 안으로 유지합니다.
CustomObject_DoorFrame_F_C_Name |= 나이트쉐이드 문
CustomObject_DoorFrame_F_C_Desc |= 치명적으로 비쌉니다.
CustomObject_DoorFrame_G_B_Name |= 이끼가 낀 강한 문
CustomObject_DoorFrame_G_B_Desc |= 오래 가도록 제작되었지만 습기를 막지는 못합니다.
CustomObject_DoorFrame_G_C_Name |= 라벤더 강한 문
CustomObject_DoorFrame_G_C_Desc |= 보기만큼 강한 냄새가 납니다.
CustomObject_Table_Horizontal_Name |= 가족 테이블
CustomObject_Table_Horizontal_Desc |= 튼튼하고 잘 만들어진 테이블로 저녁 식사에 적합합니다.
CustomObject_Counter_Horizontal_Name |= 카운터
CustomObject_Counter_Horizontal_Desc |= 클래식 카운터.
CustomObject_Counter_Corner_Left_Name |= 코너 카운터
CustomObject_Counter_Corner_Left_Desc |= 아기 카운터를 구석에 두지 마세요.
CustomObject_Stool_Name |= 간이 의자
CustomObject_Stool_Desc |= 앉는 종류의 스툴입니다.
CustomObject_Sidetable_Name |= 단순한 서랍장
CustomObject_Sidetable_Desc |= 우아한 서랍이 있는 편리한 침대 옆 협탁입니다.
CustomObject_Cupboard_Name |= 심플한 찬장
CustomObject_Cupboard_Desc |= 눈에 띄지 않더라도 잘 만들어진 찬장입니다.
CustomObject_Shelves_A_Name |= 간단한 접시 선반
CustomObject_Shelves_A_Desc |= 괴짜 접시 컬렉션을 과시하기 위해.
CustomObject_Shelves_B_Name |= 간단한 보석 선반
CustomObject_Shelves_B_Desc |= 강도를 위한 등대.
CustomObject_Shelves_C_Name |= 간단한 냄비 선반
CustomObject_Shelves_C_Desc |= 끔찍한 집에 품격을 더합니다.
CustomObject_Bookcase_Name |= 간단한 책장
CustomObject_Bookcase_Desc |= 이 견고한 책장으로 문학적 재능을 뽐내보세요.
CustomObject_Floor_RoundStone_Grey_Name |= 둥근 돌 회색 바닥
CustomObject_Floor_RoundStone_Grey_Desc |= 회색을 좋아하는 사람을 위한 회색 바닥.
CustomObject_Floor_RoundStone_Light_Name |= 둥근 돌 밝은 바닥
CustomObject_Floor_RoundStone_Light_Desc |= 웰빙을 선사하는 밝은 돌 바닥.
CustomObject_Floor_RoundStone_Red_Name |= 둥근 돌 붉은 바닥
CustomObject_Floor_RoundStone_Red_Desc |= 혈흔을 숨기기에 좋습니다.
CustomObject_Floor_SquareStone_Grey_Name |= 사각 돌 회색 바닥
CustomObject_Floor_SquareStone_Grey_Desc |= 단순하고 소박합니다. 당신처럼.
CustomObject_Floor_SquareStone_Light_Name |= 사각 돌 밝은 바닥
CustomObject_Floor_SquareStone_Light_Desc |= 따뜻하고 멋진 바닥.
CustomObject_Floor_SquareStone_Red_Name |= 사각 돌 붉은 바닥
CustomObject_Floor_SquareStone_Red_Desc |= 집에 '응접실' 같은 느낌을 줍니다.
CustomObject_Floor_ThickWood_A_Name |= 중간 두께의 나무 바닥
CustomObject_Floor_ThickWood_A_Desc |= 두꺼운 목재 바닥은 오래도록 사용할 수 있도록 제작되었습니다. 중간 그늘에서 사용 가능...
CustomObject_Floor_ThickWood_B_Name |= 어둡고 두꺼운 나무 바닥
CustomObject_Floor_ThickWood_B_Desc |= 어두운 그늘...
CustomObject_Floor_ThickWood_C_Name |= 밝고 두꺼운 나무 바닥
CustomObject_Floor_ThickWood_C_Desc |= 밝은 그늘.
CustomObject_Floor_ThinWood_A_Name |= 중간 얇은 나무 바닥
CustomObject_Floor_ThinWood_A_Desc |= 얇은 나무 바닥은 잠재적으로 위험할 것 같지만 실제로는 훨씬 더 뛰어납니다.
CustomObject_Floor_ThinWood_B_Name |= 어둡고 얇은 나무 바닥
CustomObject_Floor_ThinWood_B_Desc |= 어두운 색의 니스 칠한 베니어입니다.
CustomObject_Floor_ThinWood_C_Name |= 밝고 얇은 나무 바닥
CustomObject_Floor_ThinWood_C_Desc |= 작은 요정처럼 가볍고 얇습니다. 그리고 부러지기 쉽습니다.
CustomObject_Floor_Parquet_A_Name |= 중간 쪽모이 세공 마루 바닥
CustomObject_Floor_Parquet_A_Desc |= 눈을 즐겁게 하는 멋진 바닥.
CustomObject_Floor_Parquet_B_Name |= 어두운 쪽모이 세공 마루 바닥
CustomObject_Floor_Parquet_B_Desc |= 당신의 부와 나쁜 취향을 보여주고 싶으신가요? 이 바닥은 당신을 위한 것입니다.
CustomObject_Floor_Parquet_C_Name |= 밝은 쪽모이 세공 마루 바닥
CustomObject_Floor_Parquet_C_Desc |= 시끄러운 집의 시끄러운 바닥.
CustomObject_Floor_Path_Name |= 진흙 길
CustomObject_Floor_Path_Desc |= 정원의 길 설정이 그 어느 때보다 쉬워졌습니다.
CustomObject_Floor_FarmDirt_Name |= 흙 바닥
CustomObject_Floor_FarmDirt_Desc |= 정원에 진짜 흙먼지 같은 느낌을 줍니다.
CustomObject_Counter_Horizontal_Cloth_Name |= 천으로 된 카운터
CustomObject_Counter_Horizontal_Cloth_Desc |= 믿을 수 있는 덮개가 있는 카운터입니다.
CustomObject_Counter_Corner_Left_Cloth_Name |= 천이 있는 코너 카운터
CustomObject_Counter_Corner_Left_Cloth_Desc |= 왼쪽 코너 계수용.
CustomObject_Stove_Name |= 스토브
CustomObject_Stove_Desc |= 가마와 스토브가 하나로 합쳐져 있어 바쁜 요리사에게 이상적입니다.
CustomObject_Bush_Strawberry_Name |= 딸기 덤불
CustomObject_Bush_Strawberry_Desc |= 이 맛있는 덤불로 딸기를 직접 재배하세요.
CustomObject_Bush_Blueberry_Name |= 블루베리 덤불
CustomObject_Bush_Blueberry_Desc |= 이 사랑스러운 작은 부시로 블루베리 용품을 키우세요.
CustomObject_Bush_Gooseberry_Name |= 구스베리 덤불
CustomObject_Bush_Gooseberry_Desc |= 구스베리가 부족하신가요? 더는 걱정 마세요!
CustomObject_Firepit_Name |= 화덕
CustomObject_Firepit_Desc |= 가족 바비큐와 모임을 위한 멋진 기능입니다.
CustomObject_Pot_Bush_Pink_Large_Name |= 대형 분홍색 화분
CustomObject_Pot_Bush_Pink_Large_Desc |= 색감을 더합니다.
CustomObject_Pot_Bush_Pink_Small_Name |= 작은 분홍색 화분
CustomObject_Pot_Bush_Pink_Small_Desc |= 더 작은 색상을 추가합니다.
CustomObject_Pot_Bag_Plant_Name |= 채소 자루
CustomObject_Pot_Bag_Plant_Desc |= 가방에 적힌 대로 실행합니다.
CustomObject_Pot_Grass_Name |= 잔디 화분
CustomObject_Pot_Grass_Desc |= 특정 사람에게는 그다지 매력적이지 않습니다.
CustomObject_Pot_Plant_Pink_Name |= 분홍색 화분
CustomObject_Pot_Plant_Pink_Desc |= 식물은 세상을 훨씬 더 좋게 만듭니다.
CustomObject_Pot_Tall_A_Name |= 키가 큰 화분
CustomObject_Pot_Tall_A_Desc |= 키가 큰 사람을 위한 키 큰 화분입니다.
CustomObject_Pot_Tall_B_Name |= 고급 키 큰 냄비
CustomObject_Pot_Tall_B_Desc |= 장인의 솜씨가 좋지만 그놈이 만든 것은 아닙니다.
CustomObject_Fancy_Arch_Name |= 멋진 아치
CustomObject_Fancy_Arch_Desc |= 이 웅장한 아치의 철공예는 모범적입니다.
CustomObject_Sundial_Name |= 해시계
CustomObject_Sundial_Desc |= 야외에서 시간을 알려주세요! 흐리지 않으면 쓸모가 없습니다.
CustomObject_Pot_Combat_A_Name |= 키가 큰 냄비
CustomObject_Pot_Combat_A_Desc |= 멋진 냄비.
CustomObject_Pot_Combat_B_Name |= 멋진 냄비
CustomObject_Pot_Combat_B_Desc |= 또 다른 멋진 냄비.
CustomObject_Pot_Combat_C_Name |= 넓은 냄비
CustomObject_Pot_Combat_C_Desc |= 또 더 다른 멋진 냄비.
CustomObject_Box_Paint_B_Name |= 페인트 선택
CustomObject_Box_Paint_B_Desc |= 정말 예술적으로 보이게 하는 페인트.
CustomObject_Box_Purple_Name |= 페인트 상자 열기
CustomObject_Box_Purple_Desc |= 물감 세트.
CustomObject_Box_Blue_Name |= 전체 페인트 상자 열기
CustomObject_Box_Blue_Desc |= 멋지고 이젤.
CustomObject_Box_Green_Name |= 닫힌 페인트 상자
CustomObject_Box_Green_Desc |= 안에 뭐가 있지?! 음, 페인트입니다.
CustomObject_Wall_Plain_Name |= 일반 벽
CustomObject_Wall_Plain_Desc |= 평범한 집의 평범한 벽입니다.
CustomObject_Wall_SmallBrick_Name |= 작은 벽돌 벽
CustomObject_Wall_SmallBrick_Desc |= 사회의 개들이 울부짖는 작은 벽돌길, 안녕히 계세요.
CustomObject_Wall_SmallBrick_Beam_Name |= 벽돌 빔 벽
CustomObject_Wall_SmallBrick_Beam_Desc |= 레이저처럼 잘라냅니다.
CustomObject_Wall_BigBrick_Name |= 큰 벽돌 벽
CustomObject_Wall_BigBrick_Desc |= 큰 벽돌로 큰 모양을 만듭니다.
CustomObject_Wall_Beamy_Name |= 넓은 벽
CustomObject_Wall_Beamy_Desc |= 실제로 웃는 것이 아니라 그냥 나무입니다.
CustomObject_Bed_Red_Name |= 싱글 침대
CustomObject_Bed_Red_Desc |= 
CustomObject_Larder_Name |= 식료품 저장실
CustomObject_Larder_Desc |= 이 넓은 식품 저장 시설에 식품을 보관하세요. 줄여서 식료품실이라고 합니다.
CustomObject_Scheduler_Name |= 가족 스케줄러
CustomObject_Scheduler_Desc |= 모든 기능을 갖춘 이 계획 장치로 가족을 정리하세요.
CustomObject_Floor_Rug_Stripe_A_Name |= 줄무늬 러그
CustomObject_Floor_Rug_Stripe_A_Desc |= 방을 하나로 묶어줍니다.
CustomObject_Floor_Rug_Stitched_A_Name |= 스티치 러그
CustomObject_Floor_Rug_Stitched_A_Desc |= 이 러그를 비웃지 마세요, 바느질로 꿰맨 러그입니다.
CustomObject_Fireplace_Name |= 벽난로
CustomObject_Fireplace_Desc |= 이 아름다운 벽난로로 집을 따뜻하게 하세요. 굴뚝이 무료입니다.
CustomObject_Fence_Wooden_Name |= 단순한 나무 울타리
CustomObject_Fence_Wooden_Desc |= 단순한 울타리이지만 매우 강력하게 사용됩니다.
CustomObject_Fence_Wooden2_Name |= 고급 나무 울타리
CustomObject_Fence_Wooden2_Desc |= 분할 및 정복.
CustomObject_Hedge1_Name |= 벤슨의 울타리
CustomObject_Hedge1_Desc |= 이 견고하면서도 매력적인 울타리로 정원을 분할하세요.
CustomObject_Hedge2_Name |= 호그 헤지
CustomObject_Hedge2_Desc |= 정원에 미로를 만들고 싶으신가요? 이걸 사용하세요!
CustomObject_Hanging_Gear_Utensils_B_Name |= 플로르스반크르
CustomObject_Hanging_Gear_Utensils_B_Desc |= 정말 많은 도구입니다.
CustomObject_Hanging_Gear_Utensils_C_Name |= 헤지스트롬
CustomObject_Hanging_Gear_Utensils_C_Desc |= 끊김이 없는 도구. 아, 잠깐만요.
CustomObject_Garden_Tools_A_Name |= 정원 도구 선반
CustomObject_Garden_Tools_A_Desc |= 이 도구로 양파를 잘 아는 것처럼 보이게 만드세요.
CustomObject_Garden_Tools_B_Name |= 정원 도구 상자
CustomObject_Garden_Tools_B_Desc |= 장식용이며 전혀 사용할 수 없습니다.
CustomObject_Garden_Tools_C_Name |= 정원 도구 디스플레이
CustomObject_Garden_Tools_C_Desc |= 재활용 에셋으로 제작되었습니다.
CustomObject_Hanging_Pots_A_Name |= 화분 선반
CustomObject_Hanging_Pots_A_Desc |= 화분이 아닌 냄비, 걸고 싶은 만큼 걸 수 있습니다.
CustomObject_Hanging_Pots_B_Name |= 유용한 선반
CustomObject_Hanging_Pots_B_Desc |= 이걸 걸면 멋진 화분 모양을 얻을 수 있습니다.
CustomObject_Hanging_Plates_A_Name |= 그릇 선반
CustomObject_Hanging_Plates_A_Desc |= 접시 진열대. 흥미롭네요.
CustomObject_Hanging_Plates_B_Name |= 튼튼한 선반
CustomObject_Hanging_Plates_B_Desc |= 일부 접시가 진열되어 있습니다. Zzzz.
CustomObject_Hanging_Plants_A_Name |= 허브 선반
CustomObject_Hanging_Plants_A_Desc |= 밋밋한 벽을 초록색으로 장식합니다.
CustomObject_Hanging_Plants_B_Name |= 꽃 선반
CustomObject_Hanging_Plants_B_Desc |= 재량에 따라 전시할 식물 몇 가지.
CustomObject_Hanging_Decoration_Things_Name |= 매달린 물건
CustomObject_Hanging_Decoration_Things_Desc |= 걸기 위한 일부 매달린 물건입니다.
CustomObject_Hanging_Decoration_Swords_Name |= 검 장식입니다.
CustomObject_Hanging_Decoration_Swords_Desc |= 벽에 위협적인 느낌을 줍니다.
CustomObject_Hanging_Notes_A_Name |= 매달린 노트 A
CustomObject_Hanging_Notes_A_Desc |= 고풍스러운 느낌을 주는 예쁜 메모입니다.
CustomObject_Hanging_Notes_Small_A_Name |= 작은 걸이형 노트
CustomObject_Hanging_Notes_Small_A_Desc |= 아주 무례한 시가 담긴 메모입니다. 아마도.
CustomObject_Hanging_Notes_Small_B_Name |= 작은 메모 문자열
CustomObject_Hanging_Notes_Small_B_Desc |= 작은 메모에는 가장 큰 메시지가 포함될 수 있습니다.
CustomObject_Hanging_Notes_B_Name |= 매달린 노트
CustomObject_Hanging_Notes_B_Desc |= 벽에 색을 추가합니다.
CustomObject_Hanging_Notes_Small_C_Name |= 작은 노트 걸이
CustomObject_Hanging_Notes_Small_C_Desc |= 작지만 완벽한 형태.
CustomObject_Hanging_Notes_Small_D_Name |= 기묘한 노트 문자열
CustomObject_Hanging_Notes_Small_D_Desc |= 자신에게 보내는 메모. 아니면 선반에 붙이는 메모여야 할까요?
CustomObject_Hanging_Ribbon_A_Name |= 매달린 리본
CustomObject_Hanging_Ribbon_A_Desc |= 오래된 떡갈나무에 노란 리본을 묶습니다. 요정들은 그런 걸 싫어하죠.
CustomObject_Hanging_Ribbon_B_Name |= 장식용 걸이 리본
CustomObject_Hanging_Ribbon_B_Desc |= 리본 몇 개. 마음대로 하세요.
CustomObject_Hanging_Striped_A_Name |= 수제 줄무늬 러그
CustomObject_Hanging_Striped_A_Desc |= 실제 지브라에서 제작했습니다. 죄송합니다, 얼룩말이 만들었다고 말씀드렸습니다.
CustomObject_Hanging_Striped_B_Name |= 줄무늬 옷걸이
CustomObject_Hanging_Striped_B_Desc |= 장식용 드레이프.
CustomObject_Hanging_Striped_C_Name |= 우븐 드레이프
CustomObject_Hanging_Striped_C_Desc |= 드레이프 돈, 이 미친놈아.
CustomObject_Hanging_Patterned_Name |= 무늬 옷걸이
CustomObject_Hanging_Patterned_Desc |= 벽지 같지만 쓰레기입니다.
CustomObject_Hanging_Poppy_A_Name |= 양귀비 배너 걸기
CustomObject_Hanging_Poppy_A_Desc |= 사랑스러운 바느질과 디테일에 주목하세요.
CustomObject_Hanging_Poppy_B_Name |= 독특한 양귀비 드레이프
CustomObject_Hanging_Poppy_B_Desc |= 마치 아티스트가 양귀비와 하나가 된 듯합니다.
CustomObject_Hanging_Poppy_C_Name |= 양귀비 클러스터 드레이프
CustomObject_Hanging_Poppy_C_Desc |= 아티스트가 양귀비만 그릴 수 있는 것일 수 있습니다. 예를 들어 개는 그릴 수 없습니다.
CustomObject_Chest_Basic_B_Name |= 상자
CustomObject_Chest_Basic_B_Desc |= 죽은 사람 가슴에 15명이나 올라탔는데 왜 그 사람한테 앉았을까요?
CustomObject_Chest_Basic_C_Name |= 큰 상자
CustomObject_Chest_Basic_C_Desc |= 픽시를 막기 위한 튼튼해 보이는 상자입니다.
CustomObject_Chest_Gems_Name |= 보석 상자
CustomObject_Chest_Gems_Desc |= 보물이 가득한 섬! 진짜가 아니라는 점만 빼고요.
CustomObject_Chest_Weapons_A_Name |= 호화로운 무기 상자
CustomObject_Chest_Weapons_A_Desc |= 어린이의 손이 닿지 않는 곳에 보관하세요. 찌를 수 있습니다.
CustomObject_Chest_Weapons_B_Name |= 넉넉한 모험가 상자
CustomObject_Chest_Weapons_B_Desc |= 집에 있는 모험가를 위한 상자입니다.
CustomObject_Chest_Weapons_C_Name |= 고급 무기 상자
CustomObject_Chest_Weapons_C_Desc |= 무기 상자만큼 비명을 지르는 것은 없습니다.
CustomObject_Crate_Small_Name |= 작은 상자
CustomObject_Crate_Small_Desc |= 이걸 어떻게 팔 수 있을까요? 누가 이걸 필요로 하죠?
CustomObject_Crate_Blue_A_Name |= 세련된 상자
CustomObject_Crate_Blue_A_Desc |= 스콧 상자!
CustomObject_Crate_Drape_A_Name |= 덮힌 상자
CustomObject_Crate_Drape_A_Desc |= 상자 기대치.
CustomObject_Sack_Pile_Name |= 자루 더미
CustomObject_Sack_Pile_Desc |= 지저분하지 않습니다.
CustomObject_Crate_Large_Glow_B_Name |= 큰 빛나는 상자
CustomObject_Crate_Large_Glow_B_Desc |= 화려한 페이 상자입니다.
CustomObject_Ruins_Decorative_Tower_Name |= 장식용 페이 탑
CustomObject_Ruins_Decorative_Tower_Desc |= 우뚝 솟은 장식용 탑의 가격입니다.
CustomObject_Ruins_Fae_Rock_A_Name |= 페이 바위
CustomObject_Ruins_Fae_Rock_A_Desc |= 정원에 신비로운 분위기를 더합니다.
CustomObject_Ruins_Fae_Rock_B_Name |= 요정 바위
CustomObject_Ruins_Fae_Rock_B_Desc |= 정원에 신비로운 분위기를 더합니다.
CustomObject_Ruins_Fae_Rock_C_Name |= 미묘한 바위
CustomObject_Ruins_Fae_Rock_C_Desc |= 신비함을 극대화하기 위해 세트를 수집합니다.
CustomObject_Ruins_Fae_House_B_Name |= 페이 하우스
CustomObject_Ruins_Fae_House_B_Desc |= 건설하면 오지 않습니다.
CustomObject_Ruins_Fae_House_C_Name |= 페이 구조물
CustomObject_Ruins_Fae_House_C_Desc |= 요정의 작은 집입니다.
CustomObject_Ruins_Fae_House_D_Name |= 요정의 집
CustomObject_Ruins_Fae_House_D_Desc |= 이걸 정원에 두는 건 어리석은 짓이 아니야.
CustomObject_Ruins_Frog_D_Name |= 거대한 개구리 조각상
CustomObject_Ruins_Frog_D_Desc |= 두꺼비 구입. 오늘 당장요.
CustomObject_Ruins_Frog_C_Name |= 개구리 조각상
CustomObject_Ruins_Frog_C_Desc |= 새로운 모습으로 스폰합니다.
CustomObject_Statue_NPC_Bill_Name |= 빌 삼촌 조각상
CustomObject_Statue_NPC_Bill_Desc |= 아버지 조각상처럼.
CustomObject_Ruins_Frog_A_Name |= 개구리 조각상
CustomObject_Ruins_Frog_A_Desc |= 이 아이템은 다리가 있습니다.
CustomObject_Ruins_Stone_Tower_A_Name |= 페이 석탑
CustomObject_Ruins_Stone_Tower_A_Desc |= 다른 시대의 아름다운 장인 정신입니다.
CustomObject_Ruins_Stone_Tower_B_Name |= 페이 돌 기둥
CustomObject_Ruins_Stone_Tower_B_Desc |= 현실적인 가격으로 웅장한 착각을 불러일으킵니다.
CustomObject_Ruins_Stone_Tower_C_Name |= 페이 석탑 부품
CustomObject_Ruins_Stone_Tower_C_Desc |= 매립된 돌로 제작되었습니다. 이웃에게서 훔쳤습니다.
CustomObject_Ruins_Symbol_Pillar_A_Name |= 작은 상징 기둥
CustomObject_Ruins_Symbol_Pillar_A_Desc |= 이 상징적인 기둥으로 고대의 신비를 체험할 수 있습니다.
CustomObject_Ruins_Symbol_Pillar_B_Name |= 중간 상징 기둥
CustomObject_Ruins_Symbol_Pillar_B_Desc |= 고대 종족이 조각하고 적에 의해 훼손된 기둥입니다.
CustomObject_Ruins_Symbol_Pillar_C_Name |= 키가 큰 상징 기둥
CustomObject_Ruins_Symbol_Pillar_C_Desc |= 그렇게 배열해도 여전히 이해가 되지 않습니다.
CustomObject_Ruins_Red_Bricks_A_Name |= 오래된 돌 잔해
CustomObject_Ruins_Red_Bricks_A_Desc |= 마당에 작은 고대 문명이 사라진 듯한 느낌을 줍니다.
CustomObject_Ruins_Red_Bricks_B_Name |= 돌 덩어리
CustomObject_Ruins_Red_Bricks_B_Desc |= 돌덩어리 싸구려.
CustomObject_Ruins_Red_Bricks_C_Name |= 익명의 돌
CustomObject_Ruins_Red_Bricks_C_Desc |= 이 작은 파편 때문에 자신을 벽돌로 만들지 마세요.
CustomObject_Ruins_Symbol_Stone_A_A_Name |= 보이드 표지석
CustomObject_Ruins_Symbol_Stone_A_A_Desc |= 모래시계 분위기의 페이 돌입니다.
CustomObject_Ruins_Symbol_Stone_B_A_Name |= 두툼한 표지석
CustomObject_Ruins_Symbol_Stone_B_A_Desc |= 뭔지는 모르겠지만 멋져 보입니다.
CustomObject_Ruins_Symbol_Stone_D_A_Name |= 미스터리 표지석
CustomObject_Ruins_Symbol_Stone_D_A_Desc |= 누가 이걸 만들었을까요? 누가 알거나 감히 꿈꿀 수 있을까요?
CustomObject_Ruins_Symbol_Stone_C_A_Name |= 브라이어 조각 표지석
CustomObject_Ruins_Symbol_Stone_C_A_Desc |= 고대의 표식이지만, 무엇의 표식인지는 알 수 없습니다.
CustomObject_Ruins_Symbol_Stone_E_A_Name |= 알 수 없는 돌
CustomObject_Ruins_Symbol_Stone_E_A_Desc |= 어떤 정원에도 어울리는 페이 스타일의 석조물입니다.
CustomObject_Ruins_Symbol_Stone_F_A_Name |= 새겨진 표지석
CustomObject_Ruins_Symbol_Stone_F_A_Desc |= 안개가 자욱한 정원을 위한 신비한 돌입니다.
CustomObject_Ruins_Symbol_Stone_G_A_Name |= 상징적인 표지석
CustomObject_Ruins_Symbol_Stone_G_A_Desc |= 이게 무슨 뜻일까요? 경고인가요, 아니면 그냥 상표인가요?
CustomObject_Ruins_Symbol_Stone_H_A_Name |= 둔한 돌 특징
CustomObject_Ruins_Symbol_Stone_H_A_Desc |= 어떤 이들은 이걸 탯이라고 부르기도 합니다. 저요? 전 고급 탯이라고 부릅니다.
CustomObject_Ruins_Totem_A_Name |= 대지의 토템
CustomObject_Ruins_Totem_A_Desc |= 이 돌 토템으로 악과 이웃을 경계하세요.
CustomObject_Ruins_Totem_B_Name |= 바람의 토템
CustomObject_Ruins_Totem_B_Desc |= 이 무서운 돌 토템으로 선과 정원의 상을 경고하세요.
CustomObject_Ruins_Totem_C_Name |= 불의 토템
CustomObject_Ruins_Totem_C_Desc |= 이 얼굴의 탑으로 까마귀와 씨앗을 훔치는 픽시를 경계하세요.
CustomObject_Ruins_Red_Wall_A_Name |= 두껍고 오래된 폐허 벽
CustomObject_Ruins_Red_Wall_A_Desc |= 이 돌담이 있는 퀼리언의 집은 그들의 성입니다.
CustomObject_Ruins_Wall_Section_B_Name |= 폐허가 된 벽
CustomObject_Ruins_Wall_Section_B_Desc |= 설명과 함께 플랫팩에 들어 있습니다.
CustomObject_Ruins_Wall_Section_C_Name |= 작은 벽 잔해
CustomObject_Ruins_Wall_Section_C_Desc |= 오래된 유형의 정원용입니다.
CustomObject_Ruins_Overgrown_Tower_Base_Name |= 이끼 낀 탑 기지
CustomObject_Ruins_Overgrown_Tower_Base_Desc |= 타워에 필요한 모든 것을 위한 기지입니다.
CustomObject_Ruins_Pool_Name |= 이끼 낀 수영장
CustomObject_Ruins_Pool_Desc |= 잊혀진 분수가 하늘을 향해 소리 없이 비명을 지르고 있습니다.
CustomObject_Ruins_Fallen_Totem_A_Name |= 타락한 토템
CustomObject_Ruins_Fallen_Totem_A_Desc |= 쓰러져서 할인 판매합니다.
CustomObject_Ruins_Fallen_Totem_B_Name |= 대형 쓰러진 토템
CustomObject_Ruins_Fallen_Totem_B_Desc |= 오싹한 방식으로 영역을 구분할 때 편리합니다.
CustomObject_Ruins_Fallen_Totem_C_Name |= 쓰러진 토템 더미
CustomObject_Ruins_Fallen_Totem_C_Desc |= 숲에 토템이 떨어지면 토템에 깔린 사람들의 비명 소리가 들리나요?
CustomObject_Ruins_Fallen_Totem_D_Name |= 쓰러진 토템 조각
CustomObject_Ruins_Fallen_Totem_D_Desc |= 이걸 주우면 10년 동안 불운을 겪게 됩니다.
CustomObject_Ruins_Circle_Arch_Name |= 달의 아치
CustomObject_Ruins_Circle_Arch_Desc |= 공간을 장식하는 화려하면서도 신비로운 입구입니다.
CustomObject_Floor_WoodenWalkway_Vertical_Name |= 나무 산책로
CustomObject_Floor_WoodenWalkway_Vertical_Desc |= 이 길을 따라 걸어보세요.
CustomObject_Buildable_PigPen_Name |= 돼지우리
CustomObject_Buildable_PigPen_Desc |= 돼지를 위한 멋스러운 집입니다. 기분을 좋게 합니다.
CustomObject_Buildable_SheepPen_Name |= 양 쉼터
CustomObject_Buildable_SheepPen_Desc |= 양떼? 최신 양 보호소 패션입니다. 기분을 좋게 합니다.
CustomObject_Buildable_Altar_Name |= 제단
CustomObject_Buildable_Altar_Desc |= '여신의 힘' 스킬과 함께 사용하면 놀라운 전투력을 소환할 수 있는 주간 인형을 획득할 수 있습니다!
CustomObject_Buildable_CowShed_Name |= 외양간
